# ICODE=211, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.00887752 -----------------
#dely    BF
0.050  0.0069  0.0001
0.150  0.0052  0.0001
0.250  0.0087  0.0002
0.350  0.0071  0.0002
0.450  0.0108  0.0003
0.550  0.0103  0.0003
0.650  0.0053  0.0002
0.750  0.0083  0.0003
0.850  0.0085  0.0003
0.950  0.0082  0.0003
1.050  0.0035  0.0002
1.150  0.0035  0.0002
1.250  0.0010  0.0001
1.350  0.0006  0.0001
1.450  0.0007  0.0001
1.550  0.0002  0.0000
1.650 -0.0001 -0.0000
1.750  0.0000  0.0000
